3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.9, 3.0, 2.9, 2.7, 2.9, 3.0, 2.9, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1, 3.0, 3.1, 3.1, 3.1, 3.0, 3.0, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 
3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.7, 3.0, 3.0, 2.9, 3.1, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1, 3.0, 3.1, 3.1, 3.0, 3.0, 3.0, 3.1, 3.0, 3.1, 2.9, 3.0, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 2.9, 
3.1, 2.9, 3.0, 3.0, 3.1, 3.1, 3.0, 2.9, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.8, 3.0, 3.0, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.9, 3.1, 2.9, 3.0, 2.9, 
3.1, 2.9, 3.0, 2.6, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.7, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.1, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.9, 3.0, 2.6, 
3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1, 3.1, 3.0, 3.0, 3.0, 3.0, 3.0, 2.9, 3.5, 2.9, 3.0, 2.9, 3.1, 2.9, 3.0, 3.4, 3.1, 3.0, 3.1, 3.1, 3.0, 3.1, 3.1, 3.1, 3.5, 3.0, 3.0, 3.0, 2.9, 3.1, 3.1, 3.5, 3.0, 
3.0, 3.5, 3.1, 3.1, 2.8, 3.1, 3.0, 3.1, 3.1, 3.1, 3.1, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 3.1, 3.1, 3.0, 3.1, 3.1, 3.1, 3.0, 3.1, 3.1, 3.0, 3.1, 3.0, 3.1, 3.1, 3.1, 3.1, 3.1, 2.9, 3.0, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 3.1, 3.1, 3.1, 3.1, 
2.9, 3.1, 3.1, 3.0, 3.5, 3.1, 3.0, 3.5, 3.5, 3.5, 3.5, 3.5, 3.1, 3.1, 3.1, 3.1, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.5, 3.1, 3.1, 3.1, 3.1, 2.9, 2.7, 2.9, 3.5, 2.9, 3.5, 2.9, 3.5, 3.4, 3.0, 3.1, 3.5, 2.9, 3.0, 2.9, 3.0, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.0, 
3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 2.9, 3.1, 3.3, 3.0, 2.9, 3.4, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.5, 3.1, 3.0, 3.0, 3.0, 2.9, 3.0, 2.9, 3.0, 2.9, 
3.0, 3.4, 3.5, 3.3, 3.0, 2.9, 3.0, 3.3, 3.0, 3.0, 3.0, 3.2, 3.5, 3.0, 3.0, 3.5, 3.5, 3.4, 3.1, 3.0, 3.1, 3.1, 3.1, 3.1, 3.1, 3.0, 3.0, 3.1, 3.1, 3.1, 3.1, 3.0, 3.1, 3.0, 2.9, 3.5, 2.9, 3.0, 2.9, 3.0, 3.4, 3.0, 2.9, 3.5, 2.9, 3.5, 3.3, 3.1, 3.4, 3.5, 
2.9, 3.1, 3.4, 3.1, 2.9, 3.1, 2.9, 3.5, 3.4, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.0, 3.1, 3.0, 3.1, 3.1, 3.1, 3.1, 3.1, 3.5, 3.1, 3.1, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.1, 3.1, 3.5, 3.5, 3.5, 3.5, 3.1, 3.0, 3.1, 3.1, 3.0, 2.9, 3.0, 2.9, 3.4, 3.4, 3.1, 2.9, 
